"region","category","sub_category","segment","sales","profit","quantity","discount"
"South","Office Supplies","Binders","Corporate","113.94","54.6912",6,"0.0"
"South","Technology","Phones","Corporate","55.98","15.6744",2,"0.0"
"West","Office Supplies","Paper","Corporate","27.18","12.231",3,"0.0"
"Central","Furniture","Chairs","Consumer","1805.88","523.7052",6,"0.0"
"East","Office Supplies","Art","Consumer","70.95","18.447",3,"0.0"
"South","Office Supplies","Fasteners","Consumer","20.0","9.6",4,"0.0"
"South","Office Supplies","Art","Consumer","7.98","2.0748",3,"0.0"
"South","Furniture","Furnishings","Consumer","24.1","9.158",5,"0.0"
"South","Office Supplies","Art","Consumer","8.75","2.625",1,"0.0"
"South","Furniture","Tables","Consumer","842.94","160.1586",3,"0.0"
"Central","Office Supplies","Binders","Consumer","2.182","-3.6003",1,"0.8"
"Central","Office Supplies","Art","Consumer","27.384","2.7384",7,"0.2"
"Central","Office Supplies","Appliances","Consumer","26.406","-71.2962",3,"0.8"
"Central","Office Supplies","Paper","Consumer","10.368","3.6288",2,"0.2"
"Central","Office Supplies","Paper","Consumer","23.68","7.4",4,"0.2"
"Central","Technology","Accessories","Consumer","109.95","36.2835",1,"0.0"
"Central","Office Supplies","Storage","Consumer","965.85","135.219",5,"0.0"
"Central","Office Supplies","Art","Consumer","29.2","10.512",5,"0.0"
"Central","Office Supplies","Paper","Consumer","32.4","15.552",5,"0.0"
"Central","Office Supplies","Envelopes","Home Office","78.35","36.8245",5,"0.0"
"Central","Office Supplies","Paper","Home Office","31.68","14.256",6,"0.0"
"Central","Office Supplies","Binders","Home Office","29.12","14.2688",4,"0.0"
"Central","Office Supplies","Storage","Home Office","169.45","42.3625",5,"0.0"
"West","Furniture","Furnishings","Consumer","12.56","4.0192",2,"0.0"
"West","Office Supplies","Paper","Consumer","6.48","3.1104",1,"0.0"
"West","Office Supplies","Envelopes","Consumer","186.69","87.7443",3,"0.0"
"West","Furniture","Furnishings","Consumer","25.4","8.636",5,"0.0"
"West","Office Supplies","Envelopes","Consumer","43.96","20.6612",2,"0.0"
"West","Furniture","Bookcases","Consumer","1279.165","225.735",5,"0.15"
"West","Office Supplies","Storage","Consumer","27.92","0.5584",4,"0.0"
"West","Furniture","Chairs","Home Office","129.568","-12.9568",2,"0.2"
"West","Office Supplies","Binders","Home Office","6.368","2.1492",2,"0.2"
"West","Office Supplies","Paper","Consumer","244.55","114.9385",5,"0.0"
"West","Office Supplies","Supplies","Consumer","1332.496","-299.8116",2,"0.2"
"West","Furniture","Furnishings","Home Office","32.776","3.2776",1,"0.2"
"West","Office Supplies","Storage","Home Office","147.184","-29.4368",2,"0.2"
"West","Technology","Accessories","Home Office","54.384","1.3596",2,"0.2"
"West","Office Supplies","Binders","Home Office","76.776","-58.8616",4,"0.7"
"West","Office Supplies","Paper","Home Office","14.352","5.2026",3,"0.2"
"West","Office Supplies","Appliances","Home Office","209.792","26.224",2,"0.2"
"West","Office Supplies","Binders","Corporate","3.304","1.1151",1,"0.2"
"East","Office Supplies","Art","Consumer","16.38","7.371",9,"0.0"
"East","Office Supplies","Envelopes","Consumer","167.96","78.9412",2,"0.0"
"East","Furniture","Bookcases","Consumer","321.568","-16.0784",2,"0.2"
"East","Office Supplies","Paper","Consumer","12.96","6.2208",2,"0.0"
"East","Furniture","Chairs","Corporate","128.058","-23.7822",3,"0.3"
"East","Furniture","Chairs","Home Office","63.686","-15.4666",1,"0.3"
"East","Technology","Accessories","Home Office","239.976","65.9934",3,"0.2"
"East","Furniture","Tables","Home Office","344.22","-189.321",2,"0.4"
"East","Office Supplies","Paper","Home Office","15.552","5.4432",3,"0.2"
"East","Furniture","Furnishings","Home Office","21.248","7.4368",4,"0.2"
"East","Office Supplies","Paper","Home Office","8.448","2.64",2,"0.2"
"Central","Office Supplies","Storage","Consumer","333.09","23.3163",3,"0.0"
"Central","Furniture","Tables","Consumer","248.98","54.7756",2,"0.0"
"East","Office Supplies","Paper","Consumer","24.9","11.703",5,"0.0"
"West","Office Supplies","Fasteners","Consumer","15.26","5.0358",7,"0.0"
"West","Office Supplies","Appliances","Consumer","43.32","14.2956",2,"0.0"
"West","Office Supplies","Binders","Consumer","43.584","15.7992",12,"0.2"
"West","Office Supplies","Paper","Consumer","116.28","56.9772",3,"0.0"
"West","Office Supplies","Binders","Consumer","9.296","3.0212",2,"0.2"
"West","Office Supplies","Paper","Consumer","19.44","9.3312",3,"0.0"
"West","Office Supplies","Paper","Consumer","314.55","150.984",3,"0.0"
"Central","Office Supplies","Binders","Home Office","16.27","-25.2185",5,"0.8"
"Central","Office Supplies","Supplies","Home Office","69.12","-14.688",9,"0.2"
"Central","Office Supplies","Binders","Home Office","4.47","-7.8225",3,"0.8"
"West","Furniture","Tables","Consumer","418.296","5.2287",3,"0.2"
"East","Technology","Copiers","Consumer","659.988","109.998",2,"0.4"
"East","Furniture","Furnishings","Consumer","8.128","1.4224",2,"0.2"
"East","Office Supplies","Paper","Consumer","36.288","12.7008",7,"0.2"
"East","Furniture","Chairs","Consumer","909.72","-51.984",6,"0.3"
"West","Furniture","Bookcases","Consumer","917.9235","75.5937",9,"0.15"
"West","Office Supplies","Paper","Consumer","38.88","19.0512",6,"0.0"
"East","Office Supplies","Binders","Consumer","631.176","-462.8624",4,"0.7"
"West","Office Supplies","Paper","Corporate","12.96","6.2208",2,"0.0"
"West","Office Supplies","Paper","Corporate","12.96","6.2208",2,"0.0"
"West","Office Supplies","Binders","Corporate","23.2","8.12",5,"0.2"
"Central","Office Supplies","Paper","Corporate","25.92","9.072",5,"0.2"
"Central","Office Supplies","Fasteners","Corporate","21.312","7.1928",6,"0.2"
"West","Technology","Phones","Home Office","173.656","17.3656",7,"0.2"
"West","Office Supplies","Appliances","Home Office","361.96","101.3488",2,"0.0"
"West","Technology","Accessories","Home Office","62.85","13.1985",3,"0.0"
"West","Technology","Phones","Home Office","818.376","51.1485",3,"0.2"
"West","Office Supplies","Storage","Home Office","20.34","0.2034",1,"0.0"
"West","Furniture","Furnishings","Home Office","23.99","5.5177",1,"0.0"
"West","Furniture","Tables","Consumer","171.288","-6.4233",3,"0.2"
"Central","Furniture","Furnishings","Corporate","37.3","17.158",2,"0.0"
"Central","Office Supplies","Binders","Corporate","81.96","39.3408",2,"0.0"
"West","Office Supplies","Binders","Consumer","54.792","-40.1808",6,"0.7"
"Central","Office Supplies","Storage","Consumer","10.784","0.8088",1,"0.2"
"South","Furniture","Chairs","Consumer","290.98","75.6548",1,"0.0"
"Central","Office Supplies","Art","Home Office","36.44","12.0252",4,"0.0"
"West","Office Supplies","Paper","Consumer","21.4","10.058",5,"0.0"
"West","Office Supplies","Binders","Consumer","48.664","15.8158",7,"0.2"
"West","Office Supplies","Art","Consumer","16.56","6.9552",4,"0.0"
"South","Office Supplies","Storage","Corporate","1347.52","84.22",8,"0.2"
"Central","Technology","Accessories","Corporate","62.31","22.4316",3,"0.0"
"Central","Furniture","Furnishings","Corporate","20.32","6.9088",4,"0.0"
"West","Office Supplies","Fasteners","Corporate","9.432","3.0654",3,"0.2"
"East","Office Supplies","Labels","Consumer","34.86","16.0356",7,"0.0"
"East","Furniture","Furnishings","Consumer","89.34","24.1218",6,"0.0"
"East","Technology","Phones","Home Office","269.98","67.495",2,"0.0"
"East","Office Supplies","Paper","Home Office","99.9","47.952",5,"0.0"
"East","Furniture","Furnishings","Home Office","39.08","14.4596",4,"0.0"
"East","Technology","Accessories","Corporate","116.832","33.5892",4,"0.2"
"Central","Office Supplies","Binders","Consumer","2.296","-3.9032",2,"0.8"
"East","Furniture","Chairs","Consumer","408.006","72.5344",2,"0.1"
"East","Office Supplies","Storage","Consumer","40.44","10.5144",3,"0.0"
"West","Furniture","Chairs","Home Office","122.352","13.7646",3,"0.2"
"West","Office Supplies","Envelopes","Home Office","15.28","7.4872",2,"0.0"
"West","Office Supplies","Paper","Corporate","11.96","5.8604",2,"0.0"
"West","Furniture","Furnishings","Home Office","15.84","4.9104",3,"0.0"
"West","Office Supplies","Binders","Home Office","86.376","30.2316",3,"0.2"
"West","Office Supplies","Art","Home Office","18.24","6.2016",3,"0.0"
"West","Office Supplies","Art","Home Office","13.12","4.3296",4,"0.0"
"East","Technology","Phones","Corporate","105.98","1.0598",2,"0.0"
"East","Furniture","Tables","Corporate","493.92","-28.224",7,"0.3"
"Central","Office Supplies","Binders","Corporate","5.936","-8.904",7,"0.8"
"Central","Office Supplies","Envelopes","Consumer","325.86","149.8956",2,"0.0"
"Central","Furniture","Chairs","Consumer","383.607","-5.4801",9,"0.3"
"Central","Technology","Phones","Consumer","148.48","16.704",2,"0.2"
"Central","Technology","Phones","Consumer","537.544","53.7544",7,"0.2"
"Central","Office Supplies","Binders","Consumer","1.928","-2.9884",2,"0.8"
"Central","Office Supplies","Art","Consumer","6.912","0.6912",3,"0.2"
"Central","Furniture","Furnishings","Consumer","7.76","-2.134",1,"0.6"
"Central","Technology","Phones","Consumer","659.168","49.4376",4,"0.2"
"East","Office Supplies","Labels","Consumer","5.76","2.8224",2,"0.0"
"West","Furniture","Tables","Corporate","351.216","4.3902",3,"0.2"
"West","Furniture","Chairs","Consumer","230.28","23.028",3,"0.2"
"West","Office Supplies","Paper","Consumer","12.84","5.778",3,"0.0"
"Central","Office Supplies","Binders","Consumer","56.82","28.41",3,"0.0"
"South","Office Supplies","Fasteners","Consumer","31.56","14.202",4,"0.0"
"South","Office Supplies","Storage","Consumer","27.92","0.5584",4,"0.0"
"West","Office Supplies","Binders","Consumer","8.559","-6.5619",1,"0.7"
"Central","Office Supplies","Envelopes","Corporate","49.568","17.9684",2,"0.2"
"Central","Furniture","Chairs","Consumer","127.869","-9.1335",3,"0.3"
"West","Office Supplies","Envelopes","Corporate","271.44","122.148",3,"0.0"
"West","Technology","Phones","Corporate","110.352","8.2764",3,"0.2"
"West","Furniture","Furnishings","Corporate","36.4","13.832",5,"0.0"
"South","Furniture","Chairs","Home Office","419.136","-57.6312",4,"0.2"
"West","Office Supplies","Storage","Corporate","100.704","-1.2588",6,"0.2"
"South","Office Supplies","Appliances","Consumer","45.216","4.5216",3,"0.2"
"South","Office Supplies","Binders","Consumer","28.782","-21.1068",6,"0.7"
"South","Office Supplies","Paper","Consumer","24.448","8.8624",4,"0.2"
"Central","Office Supplies","Binders","Consumer","10.476","-17.2854",6,"0.8"
"West","Furniture","Furnishings","Home Office","76.14","26.649",3,"0.0"
"Central","Office Supplies","Art","Home Office","21.24","8.0712",3,"0.0"
"Central","Office Supplies","Binders","Home Office","127.96","60.1412",2,"0.0"
"West","Technology","Copiers","Home Office","479.984","89.997",2,"0.2"
"Central","Technology","Phones","Home Office","657.93","184.2204",7,"0.0"
"Central","Furniture","Furnishings","Home Office","33.48","8.7048",4,"0.0"
"Central","Office Supplies","Art","Home Office","13.9","3.614",5,"0.0"
"Central","Office Supplies","Storage","Home Office","26.86","6.715",2,"0.0"
"West","Office Supplies","Binders","Consumer","9.584","3.3544",1,"0.2"
"South","Office Supplies","Binders","Home Office","113.1","56.55",3,"0.0"
"East","Office Supplies","Paper","Corporate","65.78","32.2322",11,"0.0"
"South","Technology","Accessories","Corporate","239.7","105.468",6,"0.0"
"East","Furniture","Furnishings","Home Office","25.632","3.8448",3,"0.2"
"East","Office Supplies","Labels","Consumer","23.616","7.9704",8,"0.2"
"West","Office Supplies","Art","Corporate","8.26","3.7996",2,"0.0"
"West","Office Supplies","Envelopes","Home Office","76.58","38.29",7,"0.0"
"West","Office Supplies","Art","Home Office","8.8","4.224",5,"0.0"
"West","Office Supplies","Binders","Home Office","590.352","206.6232",6,"0.2"
"West","Office Supplies","Fasteners","Home Office","5.58","0.1674",3,"0.0"
"West","Furniture","Furnishings","Home Office","25.02","10.5084",3,"0.0"
"West","Office Supplies","Storage","Home Office","452.55","22.6275",7,"0.0"
"West","Office Supplies","Supplies","Corporate","17.76","4.9728",2,"0.0"
"West","Technology","Phones","Corporate","302.384","30.2384",2,"0.2"
"West","Furniture","Chairs","Corporate","146.352","-5.4882",3,"0.2"
"West","Office Supplies","Appliances","Corporate","7.9","2.054",2,"0.0"
"West","Furniture","Tables","Corporate","902.712","33.8517",3,"0.2"
"West","Office Supplies","Art","Corporate","53.97","15.1116",3,"0.0"
"East","Office Supplies","Art","Home Office","33.92","13.2288",8,"0.0"
"Central","Office Supplies","Supplies","Home Office","21.81","5.8887",3,"0.0"
"Central","Office Supplies","Appliances","Home Office","91.6","26.564",5,"0.0"
"East","Furniture","Chairs","Home Office","150.98","43.7842",1,"0.0"
"East","Office Supplies","Envelopes","Home Office","137.25","63.135",9,"0.0"
"East","Office Supplies","Fasteners","Home Office","11.52","5.4144",4,"0.0"
"South","Office Supplies","Paper","Home Office","18.272","5.9384",1,"0.2"
"South","Office Supplies","Paper","Home Office","153.728","53.8048",4,"0.2"
"South","Office Supplies","Envelopes","Home Office","12.224","4.4312",2,"0.2"
"South","Technology","Accessories","Home Office","167.944","50.3832",7,"0.2"
"East","Technology","Phones","Consumer","45.99","13.3371",1,"0.0"
"East","Office Supplies","Storage","Consumer","535.41","160.623",3,"0.0"
"East","Office Supplies","Binders","Consumer","6.096","2.0574",2,"0.2"
"East","Office Supplies","Paper","Consumer","45.36","21.7728",7,"0.0"
"West","Furniture","Furnishings","Consumer","47.12","20.7328",8,"0.0"
"South","Office Supplies","Binders","Corporate","31.36","15.68",4,"0.0"
"South","Office Supplies","Art","Consumer","47.616","3.5712",3,"0.2"
"South","Office Supplies","Paper","Consumer","23.48","8.218",5,"0.2"
"Central","Office Supplies","Appliances","Home Office","62.79","-166.3935",3,"0.8"
"Central","Office Supplies","Fasteners","Home Office","28.44","4.266",9,"0.2"
"Central","Technology","Accessories","Corporate","134.376","6.7188",3,"0.2"
"East","Technology","Phones","Home Office","589.9","147.475",2,"0.0"
"East","Furniture","Chairs","Home Office","542.94","141.1644",3,"0.0"
"West","Technology","Copiers","Home Office","2879.952","1007.9832",6,"0.2"
"East","Office Supplies","Storage","Corporate","77.55","21.714",5,"0.0"
"South","Office Supplies","Supplies","Consumer","8.832","-1.9872",3,"0.2"
"South","Office Supplies","Paper","Consumer","177.536","62.1376",4,"0.2"
"South","Office Supplies","Storage","Consumer","258.48","-3.231",2,"0.2"
"South","Furniture","Furnishings","Consumer","14.136","4.2408",3,"0.2"
"East","Office Supplies","Storage","Corporate","77.55","20.163",5,"0.0"
"East","Office Supplies","Storage","Corporate","24.88","6.9664",2,"0.0"
"East","Office Supplies","Art","Corporate","140.75","39.41",5,"0.0"
"East","Office Supplies","Storage","Corporate","36.63","9.8901",3,"0.0"
"Central","Furniture","Furnishings","Consumer","17.14","6.1704",2,"0.0"
"West","Office Supplies","Labels","Consumer","51.75","24.84",5,"0.0"
"West","Furniture","Furnishings","Consumer","123.96","11.1564",3,"0.0"
"West","Furniture","Bookcases","Corporate","586.398","34.494",6,"0.15"
"West","Office Supplies","Storage","Corporate","80.98","3.2392",1,"0.0"
"West","Office Supplies","Storage","Corporate","242.94","9.7176",3,"0.0"
"West","Office Supplies","Art","Consumer","123.92","33.4584",4,"0.0"
"West","Office Supplies","Art","Consumer","12.39","5.6994",3,"0.0"
"West","Office Supplies","Art","Consumer","47.3","12.298",2,"0.0"
"South","Technology","Copiers","Consumer","1599.92","751.9624",8,"0.0"
"South","Office Supplies","Envelopes","Consumer","11.09","5.4341",1,"0.0"
"West","Office Supplies","Binders","Consumer","3.168","-2.5344",4,"0.7"
"West","Furniture","Chairs","Consumer","579.136","-28.9568",4,"0.2"
"West","Office Supplies","Binders","Consumer","6.368","2.1492",2,"0.2"
"West","Technology","Machines","Consumer","558.4","41.88",2,"0.2"
"East","Furniture","Chairs","Home Office","145.764","-8.098",2,"0.1"
"South","Office Supplies","Paper","Corporate","13.62","6.129",3,"0.0"
"East","Furniture","Chairs","Home Office","434.646","62.7822",3,"0.1"
"West","Office Supplies","Paper","Corporate","440.19","206.8893",9,"0.0"
"West","Office Supplies","Supplies","Corporate","64.4","1.932",5,"0.0"
"West","Office Supplies","Paper","Home Office","244.55","114.9385",5,"0.0"
"West","Office Supplies","Paper","Home Office","195.76","97.88",4,"0.0"
"East","Office Supplies","Paper","Home Office","11.76","5.7624",2,"0.0"
"East","Office Supplies","Storage","Home Office","166.45","39.948",5,"0.0"
"West","Office Supplies","Fasteners","Consumer","2.88","1.3536",1,"0.0"
"Central","Office Supplies","Storage","Corporate","45.248","3.9592",2,"0.2"
"East","Office Supplies","Art","Consumer","59.904","14.2272",2,"0.2"
"East","Office Supplies","Appliances","Consumer","23.696","6.5164",2,"0.2"
"East","Office Supplies","Paper","Consumer","7.968","2.8884",2,"0.2"
"East","Office Supplies","Appliances","Consumer","18.2","2.0475",7,"0.2"
